CODE,LINE_NAME,DATE_TIME,DUR_H,N_METERS,P_KW,Q_KVAR,S_KVA,LOAD_PCT,DELTA_P_KW,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-01 01:00:00,0.5,1,2.5,0,2.5,0.125,1.85003,1.25,0.925,1.29273e-05,0.925013
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-01 01:00:00,0.5,1,190.8,44.2,195.853,19.5853,1.26183,95.4,0.462205,0.168709,0.630914
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-01 01:00:00,0.5,1,5.04,-0.72,5.09117,0.509117,0.925218,2.52,0.4625,0.000109153,0.462609
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-01 01:00:00,0.5,1,62.88,22.72,66.8588,8.9145,0.956409,31.44,0.449,0.0292046,0.478205
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-01 01:00:00,0.5,2,114.7,-350.56,368.847,12.2949,2.48,57.35,1.09,0.150001,1.24
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-01 01:00:00,0.5,1,7.92,4.32,9.02157,0.902157,0.895691,3.96,0.4475,0.000345414,0.447845
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-01 01:00:00,0.5,1,9.69,0.78,9.72134,12.9618,0.169759,4.845,0.077,0.00787958,0.0848796
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-01 01:00:00,0.5,1,66.24,-1.76,66.2634,8.28292,0.876605,33.12,0.415,0.0233023,0.438302
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-01 01:00:00,0.5,1,727.8,177.6,749.156,29.9662,3.11244,363.9,0.94955,0.606672,1.55622
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-01 01:00:00,0.5,1,46.2,21.6,51,2.04,1.90472,23.1,0.94955,0.00281158,0.952362
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-01 01:00:00,0.5,1,10.8,-4.2,11.5879,0.463517,1.89954,5.4,0.94955,0.00022022,0.94977
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-01 01:00:00,0.5,1,1,-0.4,1.07703,0.143604,0.732015,0.5,0.366,7.71787e-06,0.366008
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-01 01:00:00,0.5,1,15.72,-2.1,15.8596,8.81091,0.300235,7.86,0.1425,0.00761766,0.150118
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-01 01:00:00,0.5,2,9.4,-1.36,9.49787,5.93617,0.27441,4.7,0.134,0.00320491,0.137205
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-01 01:00:00,0.5,1,833.7,161,849.103,26.9557,5.23778,416.85,1.9127,0.70619,2.61889
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-01 01:00:00,0.5,1,86.1,23.1,89.1449,2.83,3.84097,43.05,1.9127,0.00778384,1.92048
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-01 01:00:00,0.5,1,5.12,-8,9.49813,1.18727,0.830958,2.56,0.415,0.000478771,0.415479
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-01 01:00:00,0.5,1,188.96,27.68,190.977,25.4635,1.2101,94.48,0.394,0.211052,0.605052
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-01 01:00:00,0.5,1,10,-1.2,10.0717,0.629484,1.15452,5,0.577,0.000259465,0.577259
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-01 01:00:00,0.5,1,22.08,1.92,22.1633,2.21633,0.965198,11.04,0.481,0.0015989,0.482599
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-01 01:00:00,0.5,1,1.1,0,1.1,0.174603,0.780017,0.55,0.39,8.34043e-06,0.390008
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-01 01:00:00,0.5,1,15.2,-2.9,15.4742,2.45622,0.783301,7.6,0.39,0.00165051,0.391651
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-01 01:00:00,0.5,2,20.52,-3.2,20.768,5.192,0.425055,10.26,0.2075,0.00502746,0.212527
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-01 01:00:00,0.5,1,8.04,-2.34,8.3736,3.34944,0.366179,4.02,0.1815,0.0015897,0.18309
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-01 01:00:00,0.5,1,76,-8,76.4199,2.54733,3.97502,38,1.981,0.00651192,1.98751
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-01 01:00:00,0.5,1,1003.2,327.2,1055.21,35.1737,6.47216,501.6,1.9945,1.24158,3.23608
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-01 01:00:00,0.5,1,120.6,6.6,120.78,6.03902,3.09842,60.3,1.5235,0.0257076,1.54921
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-01 01:00:00,0.5,1,1,0.2,1.0198,0.182108,0.322015,0.5,0.161,7.74031e-06,0.161008
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-01 01:00:00,0.5,1,3.6,-0.6,3.64966,0.291973,1.18809,1.8,0.594,4.41158e-05,0.594044
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-01 01:00:00,0.5,1,190.4,-34.4,193.483,9.67413,2.55523,95.2,1.1985,0.0791167,1.27762
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-01 01:00:00,0.5,1,4.8,0.2,4.80416,0.600521,0.798541,2.4,0.39915,0.000120631,0.399271
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-01 01:00:00,0.5,1,20.32,-0.16,20.3206,3.2255,0.752877,10.16,0.37367,0.00276867,0.376439
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-01 01:00:00,0.5,2,13.6,4.4,14.2941,0.476468,1.07024,6.8,0.535,0.000119627,0.53512
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-01 01:00:00,0.5,1,41.7,6.6,42.2191,3.37753,2.1982,20.85,1.085,0.0141008,1.0991
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-01 01:00:00,0.5,1,128.8,69.6,146.402,26.1432,1.07063,64.4,0.34862,0.186693,0.535313
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-01 01:00:00,0.5,1,126.08,67.2,142.871,25.5126,1.02176,63.04,0.3335,0.177378,0.510878
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-01 01:00:00,0.5,1,14,10.8,17.6816,1.17878,1.3069,7,0.6525,0.000950426,0.65345
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-01 01:00:00,0.5,1,6.78,-0.42,6.793,2.7172,0.312092,3.39,0.155,0.00104619,0.156046
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-01 01:00:00,0.5,1,3.6,-1.2,3.79473,0.189737,2.39706,1.8,1.1985,3.04331e-05,1.19853
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-01 01:00:00,0.5,1,0,0,0,0,0.6205,0,0.31025,0,0.31025
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-01 01:00:00,0.5,1,366.48,113.28,383.588,38.3588,2.17851,183.24,0.4653,0.623954,1.08925
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-01 01:00:00,0.5,1,33.52,-1.04,33.5361,8.38403,0.4495,16.76,0.21164,0.0131098,0.22475
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-01 01:00:00,0.5,1,3.3,0.3,3.31361,0.265089,1.07007,1.65,0.535,3.70291e-05,0.535037
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-01 01:00:00,0.5,1,14.24,-6.88,15.8149,3.95373,0.405876,7.12,0.2,0.00293803,0.202938
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-01 01:00:00,0.5,1,3.84,-0.48,3.86988,0.967471,0.401727,1.92,0.20069,0.000173296,0.200863
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-01 01:00:00,0.5,1,0.6,-0.24,0.64622,0.161555,0.40201,0.3,0.201,4.84808e-06,0.201005
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-01 01:00:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-01 01:00:00,0.5,1,1.6,-0.32,1.63169,0.407922,0.411062,0.8,0.2055,3.11667e-05,0.205531
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-01 01:00:00,0.5,1,7.52,-2.72,7.9968,1.9992,0.406497,3.76,0.2025,0.000748601,0.203249
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-01 01:00:00,0.5,1,17.76,2.72,17.9671,2.85192,0.78655,8.88,0.391,0.00227492,0.393275
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-01 01:00:00,0.5,1,40.4,10.4,41.7171,5.56229,0.823683,20.2,0.402,0.0098417,0.411842
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-01 01:00:00,0.5,1,11.4,0.4,11.407,1.52094,0.805472,5.7,0.402,0.000735843,0.402736
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-01 01:00:00,0.5,1,123.2,35.2,128.13,32.0325,0.873696,61.6,0.2225,0.214348,0.436848
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-01 01:00:00,0.5,1,22.5,-13.2,26.0862,3.26078,0.805413,11.25,0.39915,0.00355668,0.402707
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-01 01:01:00,0.483333,1,55.2,7.04,55.6471,9.93699,0.586482,26.68,0.261077,0.0223888,0.283466
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-01 01:30:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-01 01:30:00,0.5,1,8.5,0,8.5,2.125,0.284461,4.25,0.141,0.00123058,0.142231
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-01 01:30:00,0.5,1,39.3,-5.46,39.6775,15.871,0.434385,19.65,0.1815,0.0356926,0.217193
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-01 01:30:00,0.5,1,5.4,-5.7,7.85175,0.62814,1.20942,2.7,0.6045,0.00021109,0.604711
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-01 01:30:00,0.5,1,5.12,-0.32,5.12999,0.341999,1.23415,2.56,0.617,7.70731e-05,0.617077
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-01 01:30:00,0.5,1,681.5,49,683.259,34.163,3.78121,340.75,0.925,0.965607,1.89061
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-01 01:30:00,0.5,1,50.08,9.12,50.9036,9.08994,0.578921,25.04,0.27008,0.0193806,0.289461
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-01 01:30:00,0.5,1,15,0,15,1.875,0.807355,7.5,0.4025,0.00117773,0.403678
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-01 01:30:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-01 01:30:00,0.5,1,12,-6.5,13.6473,0.545894,1.69691,6,0.84815,0.000306568,0.848457
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-01 01:30:00,0.5,1,0.5,0,0.5,0.025,1.85,0.25,0.925,5.17094e-07,0.925001
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-01 01:30:00,0.5,1,189.4,45.4,194.765,19.4765,1.25809,94.7,0.462205,0.166841,0.629046
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-01 01:30:00,0.5,1,5.04,-0.72,5.09117,0.509117,0.925218,2.52,0.4625,0.000109153,0.462609
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-01 01:30:00,0.5,1,68.8,24.32,72.9719,9.72959,0.967579,34.4,0.449,0.0347894,0.483789
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-01 01:30:00,0.5,2,112.76,-354.14,371.658,12.3886,2.48459,56.38,1.09,0.152296,1.2423
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-01 01:30:00,0.5,1,7.44,4.08,8.48528,0.848528,0.895611,3.72,0.4475,0.000305568,0.447806
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-01 01:30:00,0.5,1,7.47,-1.41,7.60191,10.1359,0.163637,3.735,0.077,0.00481832,0.0818183
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-01 01:30:00,0.533333,1,58.08,-1.44,58.0978,7.26223,0.865826,30.976,0.442667,0.0191074,0.461774
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-01 01:30:00,0.5,1,710.4,115.2,719.68,28.7872,3.01884,355.2,0.94955,0.559872,1.50942
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-01 01:30:00,0.5,1,22.2,0,22.2,0.888,1.90017,11.1,0.94955,0.00053274,0.950083
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-01 01:30:00,0.5,1,19.8,-4.2,20.2406,0.809622,1.90044,9.9,0.94955,0.000671878,0.950222
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-01 01:30:00,0.5,1,3.2,-0.8,3.29848,0.439798,0.732145,1.6,0.366,7.23883e-05,0.366072
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-01 01:30:00,0.5,1,17.88,-2.04,17.996,9.99778,0.304616,8.94,0.1425,0.00980814,0.152308
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-01 01:30:00,0.0166667,2,9.24,-1.72,9.39872,5.8742,0.274277,0.154,0.00446667,0.000104611,0.00457128
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-01 01:30:00,0.5,1,390.6,112.7,406.534,12.9058,4.14916,195.3,1.9127,0.16188,2.07458
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-01 01:30:00,0.5,1,53.9,3.5,54.0135,1.71471,3.83112,26.95,1.9127,0.00285763,1.91556
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-01 01:30:00,0.5,1,5.76,-8,9.85787,1.23223,0.831031,2.88,0.415,0.000515725,0.415516
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-01 01:30:00,0.5,1,194.08,26.4,195.867,26.1156,1.232,97.04,0.394,0.222,0.616
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-01 01:30:00,0.5,1,13.6,-1.6,13.6938,0.855862,1.15496,6.8,0.577,0.000479641,0.57748
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-01 01:30:00,0.5,1,24.72,1.2,24.7491,2.47491,0.965987,12.36,0.481,0.00199375,0.482994
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-01 01:30:00,0.5,1,1.1,0,1.1,0.174603,0.780017,0.55,0.39,8.34043e-06,0.390008
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-01 01:30:00,0.5,1,16,-3,16.2788,2.58394,0.783653,8,0.39,0.00182662,0.391827
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-01 01:30:00,0.5,2,18.64,-3.16,18.906,4.72649,0.423333,9.32,0.2075,0.00416635,0.211666
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-01 01:30:00,0.5,1,7.98,-2.34,8.31601,3.3264,0.366136,3.99,0.1815,0.0015679,0.183068
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-01 01:30:00,0.5,1,77.6,-8,78.0113,2.60038,3.97557,38.8,1.981,0.00678596,1.98779
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-01 01:30:00,0.5,1,931.2,324,985.956,32.8652,6.15691,465.6,1.9945,1.08396,3.07846
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-01 01:30:00,0.55,1,137.4,7.2,137.589,6.87943,3.11372,75.57,1.67585,0.0366965,1.71255
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-01 01:30:00,0.5,1,0.9,0,0.9,0.160714,0.322012,0.45,0.161,6.02851e-06,0.161006
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-01 01:30:00,0.5,1,4.2,-0.3,4.2107,0.336856,1.18812,2.1,0.594,5.87218e-05,0.594059
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-01 01:30:00,0.5,1,180.4,-33.2,183.43,9.17148,2.53922,90.2,1.1985,0.0711087,1.26961
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-01 01:30:00,0.5,1,4.8,0.2,4.80416,0.600521,0.798541,2.4,0.39915,0.000120631,0.399271
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-01 01:30:00,0.5,1,21.12,1.92,21.2071,3.36621,0.753371,10.56,0.37367,0.0030155,0.376685
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-01 01:30:00,0.5,2,14,4.4,14.6751,0.489172,1.07025,7,0.535,0.000126091,0.535126
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-01 01:30:00,0.5,1,48.3,6.9,48.7904,3.90323,2.20766,24.15,1.085,0.0188319,1.10383
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-01 01:30:00,0.5,1,203.52,96.32,225.162,40.2075,1.58043,101.76,0.34862,0.441594,0.790214
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-01 01:30:00,0.5,1,189.28,88.64,209.007,37.3227,1.42622,94.64,0.3335,0.379609,0.713109
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-01 01:30:00,0.5,1,14.4,10.4,17.7629,1.18419,1.30692,7.2,0.6525,0.000959181,0.653459
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-01 01:30:00,0.5,1,6.48,-0.36,6.48999,2.596,0.31191,3.24,0.155,0.000954945,0.155955
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-01 01:30:00,0.5,1,3.6,-1.2,3.79473,0.189737,2.39706,1.8,1.1985,3.04331e-05,1.19853
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-01 01:30:00,0.5,1,0,0,0,0,0.6205,0,0.31025,0,0.31025
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-01 01:30:00,0.5,1,373.44,114.72,390.664,39.0664,2.22497,186.72,0.4653,0.647185,1.11248
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-01 01:30:00,0.5,1,30.96,-0.8,30.9703,7.74258,0.445641,15.48,0.21164,0.0111805,0.222821
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-01 01:30:00,0.5,1,3.3,0,3.3,0.264,1.07007,1.65,0.535,3.67256e-05,0.535037
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-01 01:30:00,0.5,1,13.44,-7.04,15.1722,3.79305,0.405408,6.72,0.2,0.00270407,0.202704
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-01 01:30:00,0.5,1,2.88,-0.32,2.89772,0.724431,0.401574,1.44,0.20069,9.71641e-05,0.200787
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-01 01:30:00,0.5,1,0.6,-0.24,0.64622,0.161555,0.40201,0.3,0.201,4.84808e-06,0.201005
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-01 01:30:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-01 01:30:00,0.5,1,1.44,-0.32,1.47513,0.368782,0.411051,0.72,0.2055,2.54728e-05,0.205525
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-01 01:30:00,0.5,1,9.44,-2.56,9.78096,2.44524,0.40724,4.72,0.2025,0.0011199,0.20362
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-01 01:30:00,0.5,1,16.96,2.56,17.1521,2.72256,0.786146,8.48,0.391,0.00207323,0.393073
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-01 01:30:00,0.5,1,35,18,39.3573,5.24764,0.82152,17.5,0.402,0.00875977,0.41076
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-01 01:30:00,0.5,1,11,0.4,11.0073,1.46764,0.80537,5.5,0.402,0.000685173,0.402685
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-01 01:30:00,0.5,1,125.04,37.52,130.548,32.637,0.890029,62.52,0.2225,0.222514,0.445014
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-01 01:30:00,0.5,1,26.1,-12.6,28.9822,3.62278,0.80708,13.05,0.39915,0.00439022,0.40354
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-01 01:31:00,0.483333,1,8.32,-3.84,9.16341,0.572713,1.19548,4.02133,0.577583,0.000230232,0.577814
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-01 01:31:00,0.483333,2,9.68,-1.2,9.7541,6.09631,0.27476,4.67867,0.129533,0.00326748,0.132801
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-01 02:00:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-01 02:00:00,0.5,1,7.1,0.1,7.1007,1.77518,0.283718,3.55,0.141,0.000858763,0.141859
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-01 02:00:00,0.5,1,36.48,-4.56,36.7639,14.7056,0.424286,18.24,0.1815,0.0306431,0.212143
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-01 02:00:00,0.5,1,5.1,-5.4,7.42765,0.594212,1.20938,2.55,0.6045,0.000188902,0.604689
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-01 02:00:00,0.5,1,4.16,-0.32,4.17229,0.278153,1.2341,2.08,0.617,5.09822e-05,0.617051
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-01 02:00:00,0.5,1,667,45.5,668.55,33.4275,3.69896,333.5,0.925,0.924479,1.84948
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-01 02:00:00,0.5,1,61.76,9.28,62.4533,11.1524,0.598506,30.88,0.27008,0.0291729,0.299253
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-01 02:00:00,0.516667,1,15,0,15,1.875,0.807355,7.75,0.415917,0.00121699,0.417134
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-01 02:00:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-01 02:00:00,0.516667,1,12,-6.5,13.6473,0.545894,1.69691,6.2,0.876422,0.000316786,0.876738
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-01 02:00:00,0.5,1,8.96,-3.2,9.51428,0.594643,1.19551,4.48,0.5975,0.00025676,0.597757
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-01 02:00:00,0.5,1,0.5,0,0.5,0.025,1.85,0.25,0.925,5.17094e-07,0.925001
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-01 02:00:00,0.5,1,162,43.8,167.817,16.7817,1.17214,81,0.462205,0.123865,0.58607
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-01 02:00:00,0.5,1,5.04,-0.72,5.09117,0.509117,0.925218,2.52,0.4625,0.000109153,0.462609
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-01 02:00:00,0.5,1,63.84,23.04,67.8704,9.04938,0.95819,31.92,0.449,0.0300951,0.479095
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-01 02:00:00,0.5,2,106.94,-355.12,370.872,12.3624,2.48331,53.47,1.09,0.151653,1.24165
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-01 02:00:00,0.5,1,7.2,3.84,8.16,0.816,0.895565,3.6,0.4475,0.000282589,0.447783
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-01 02:00:00,0.5,1,9.03,0.21,9.03244,12.0433,0.167605,4.515,0.077,0.00680238,0.0838024
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-01 02:00:00,0.5,1,697.2,94.2,703.535,28.1414,2.96917,348.6,0.94955,0.535034,1.48458
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-01 02:00:00,0.5,1,24,0.6,24.0075,0.9603,1.90035,12,0.94955,0.000623022,0.950173
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-01 02:00:00,0.5,1,19.8,-4.2,20.2406,0.809622,1.90044,9.9,0.94955,0.000671878,0.950222
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-01 02:00:00,0.5,1,3.2,-0.8,3.29848,0.439798,0.732145,1.6,0.366,7.23883e-05,0.366072
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-01 02:00:00,0.5,1,20.58,-1.62,20.6437,11.4687,0.310813,10.29,0.1425,0.0129065,0.155406
